Unnamed: 0,ID,Prix,Un. rés.,Rev. brut. pot.,YearBuilt,Type de bâtiment,Dimensions du bâtiment,Éval. terrain,Superficie habitable,Éval. bâtiment,Dimensions du terrain,Cert. de localisation,Superficie du terrain,Plan d'eau,Piscine,Stationnement (total),Chauffage,Eau (accès),Foyers-Poêles,Équip./Serv.,Rénovations,Inclusions,Exclusions,Remarques - Courtier,Addenda,Nbre pièces,Nbre chambres (hors-sol + sous-sol),Nbre salles de bains + salles d'eau
1341,1342,700 000 $,2,33 000 $,Duplex dans le quartier Hochelaga-Maisonneuve construit en 1957,Jumelé,"24,9 X 39,8 p / 7,55 X 12,1 m",303 600 $,,465 300 $,"31,3 X 90 p / 9,53 X 27,43 m",Oui (2023),"2 809,38 pc /    261 mc",,,"Allée (1), Garage (2)","Eau chaude, Plinthes à convection",,,,,"fixtures, 2 chauffe eau, abri tempo, tout autre effet restant sur les lieux au moment de la signature de l'acte de vente",effets des locataires,"Immense potentiel, Duplex semi-détaché avec occupation immédiate du logement principal qui compte trois chambres. Cet immeuble compte, selon nous, une des plus belles cours du secteur avec une belle perspective dégagée vers l'Ouest donnant l'impression d'être réellement en campagne. Le Duplex compte un vaste garage tandem, le tout à proximité du métro Viau ! Faite vite, c'est le meilleur achat du secteur présentement.","L'entrée principale de l'immeuble est unique pour les deux logements. En entrant dans le logement principal, le salon se trouve à droite et compte une belle fenestration. À gauche, l'accès qui mène au sous-sol et, à l'extrême gauche, une première chambre. Au centre du logement, d'un côté, la salle de bain qui compte un puits de lumière et de l'autre une seconde chambre. La cuisine est de bonne dimension avec accès à la magnifique cour orientée côté soleil. La chambre principale se trouve à proximité de la cuisine. Un accès au sous-sol se trouve près de la porte d'entrée et vous emmène au sous-sol. À cet endroit une première pièce pouvant servir de salle familiale, de chambre (à vérifier la conformité), salle de jeux pour les enfants. Se trouve également un grand espace, servant de salle de fournaise, d'établi et de rangement qui pourrait facilement être réaménagé pour maximiser l'espace de vie. Pour finir, un accès au garage intégré de style tandem.Le logement #2 est très propre, bien que loué sous le prix du marché, s'y trouve une excellente locataire qui maintient les lieux impeccablement. Le logement compte trois chambres.FAQ?Quels sont les bâtiments arrière? La cour arrière donne sur rue, projet de condo, les lofts ""alternatifs"". La cour est très peu fréquentée et la perspective est magnifique de la cour du duplex.La raison de la vente? La propriétaire va déménager dans une RPATravaux importants à prévoir ? Travaux de nature esthétique selon ce qui est constatéQui sont les voisins ? Des propriétaires occupantsY a-t-il une ruelle ? Non, il existe sur les titres une ancienne ruelle présentement occupés par les propriétaires de la rueLocalisation: + Au coeur des attraits du quartier tels que le Parc olympique, Jardin botanique, Parc Maisonneuve, Stade Saputo, Cinéma Star Cité, YMCA, Pro-Gym, Biodôme, etc.+ Proche du Marché Maisonneuve et des services+ Tout près des services et commodités (dépanneur, pharmacie, centre d'entrainement, carrefour Parenfants, école de Yoga Thérapeutique et plus encore!)+ Proximité d'institutions scolaires : École Eulalie-Durocher, École Saint-Jean-Baptiste-de-la-Salle, École Saint-Clément, Collège Maisonneuve, Centre De La Petite Enfance Rhéa, Garderie Les petits loups, École des Métiers de l'Aérospatiale de Montréal.+ Tout près des pistes cyclables du parc Maisonneuve : 94! Bike score !+ À 5 minutes de marche du Parc Théodore (magnifique endroit pour se détendre et profiter des attraits de la nature) + Plusieurs autres Parc à courte distance de marche+ À 8 minutes de marche du métro Viau+ À quelques pas de plusieurs stations d'autobus (34, 125, 353, 258, 85, 362)+ Tout près du métro Viau vous avez accès à une station de vélo Bixi+ Profitez d'un accès rapide et facile aux divers axes routiers  (40, 25, 720), tunnel L-H, pont J-C",5.0,3.0,1+0
1342,1343,800 000 $,2,35 340 $,Duplex dans le quartier Hochelaga-Maisonneuve construit en 1957,Jumelé,"24,10 X 39,11 p / 7,57 X 12,17 m",201 300 $,,342 800 $,"31,3 X 99 p irr / 9,53 X 30,19 m irr",Oui (2013),"3 095,7 pc /    287,6 mc",,,"Allée (1), Garage (2)",Plinthes électriques,,,Borne électrique pour voiture,"Cuisine - 2019 (  1 890 $), Fenestration - 2007 (  9 103 $), Revêtement de la toiture - 2007 (  9 457 $), Fondation&Maconnerie - 2017 (  6 726 $)",Lave-Vaisselle au RDC; Armoires chambre à coucher des maîtres au RDC,Les biens meubles du locataire au 2e; Laveuse & Sécheuse au SS; Réfrigérateur & Four au RDC; Étagères dans le salon du RDC,"MAGNIFIQUE DUPLEX dans HOCHELAGA, GRAND POTENTIEL, emplacement de choix, secteur très recherché. Plusieurs rénovations et bien entretenue aux fils des ans. Garage intégré et un espace d'allée. Ne manquez pas cette belle opportunité. Visites sur RDV seulement.","Excellent investissement dans un secteur très en demande. À quelques minutes du Stade Olympique, du parc Olympique, du Biodôme, du Stade Saputo, du Centre Pierre Charbonneau. Immeuble bien entretenu au fils des années et à grand potentiel! Près des stations de métro Viau et Pie-IX et du transport en commun. Situé à la jonction des axes routiers pour tous vos déplacements.Duplex très bien entretenu au fil des ans. Idéal pour un propriétaire occupant recherchant un mode de vie urbain dans un secteur en forte demande, ou pour un investisseur!",8.0,3.0,1+0
1343,1344,970 000 $,3,51 600 $,Triplex dans le quartier Hochelaga-Maisonneuve construit en 1957,Jumelé,"26 X 42 p / 7,92 X 12,80 m",314 000 $,,535 400 $,"26 X 100 p / 7,92 X 30,48 m",Oui (1957),"2 600 pc /    241,55 mc",,,"Allée (1), Garage (1)",Plinthes à convection,,,"Borne de recharge - niveau 2, Thermopompe murale, Système d'alarme","Plomberie - 2015, Revêtement de la toiture - 2007","Luminaires, fixtures, stores, mobiliers encastrés, micro-onde hotte des 3 logements, thermopompes muraux des 3 logements, lave-vaisselle du 2e, système d'alarme(non relié). Tous laissés sans garantie légale.","Luminaires cuisine du 3e, osmose inversé cuisine du rdc et du 3e, rideaux des 3 logements, lave-vasseille du RDC et du 3e, borne électrique.","Ce triplex exceptionnel a été soigneusement amélioré au fil des années grâce à plusieurs rénovations, ajoutant à son charme et à sa valeur. Chaque détail a été pris en compte pour offrir un espace de vie confortable et moderne. Une opportunité d'occupation triple s'offre à vous, avec une disponibilité prévue d'ici le 30 juin 2024. Que vous cherchiez à investir ou à habiter, ce triplex vous offre une flexibilité rare. Le tout situé à quelques pas du métro Viau, du stade Olympique et du stade Saputo, offrant ainsi un accès facile à des événements sportifs, des concerts et d'autres activités culturelles ou sportives.  Une opportunité à saisir!","RÉNOVATIONS selon la déclaration du vendeur :2010 Porte entrée principle2010 Clôture2011 Sablage des planchers2012 Réservoir de mazout enlevé et système de chauffage remplacé par des convectair.2015 Plomberie des 3 logements a été changée entièrement pour des tuyaux de cuivre.2015 Salles de bains des 3 unités2015 Portes extérieures des cuisines et celles menant aux balcons avant remplacées dans les 3 unités, fenêtres arrière des 3 unités et porte de garage.2015 Puits de lumière.2015 Cuisine pour le 26442020 Cuisine pour le 2646 et encastrés installés.2020 Joints des briques de la façade refaits2021 Cuisine pour le 26422021 Thermopompe murale pour le 2642 et 2644/ 2017 pour le 2646/ 2020 pour unité de la chambre du logement 2646.2022 Chauffe-eau pour le 2646 / 2012 pour le 2642 et 2644Occupation avec un délai de 90 jours pour le 2646. Occupation le 30 juin 2024 pour le 2642 et 2644.",4.0,2.0,1+0
1344,1345,725 000 $,2,37 200 $,Duplex dans le quartier Hochelaga-Maisonneuve construit en 1910,En rangée,"25 X 36,2 p irr / 7,62 X 11,02 m irr",185 800 $,,151 300 $,"25 X 100 p irr / 7,62 X 30,48 m irr",Oui (2005),"2 500,46 pc /    232,3 mc",,,Allée (1),Plinthes électriques,,,"Détecteur d'incendie (non relié), Thermopompe murale",,"2051: Luminaire, stores, tringles, rideaux, lave-vaisselle et meuble de l'entrée principale.",2053: Lave vaisselle,"DUPLEX - HOCHELAGA - Idéal pour un propriétaire occupant, ce Duplex rénové vous offrira tout se dont vous rêvez! De style et de qualité condo, le rez-de-chaussée comporte deux chambres à coucher fermées avec garde-robe, un grand espace de vie à aire ouverte, une fenestration abondante avec une porte-patio de 9 pieds et une entrée de style ''mod room'' très pratique pour la famille. De plus, vous serez charmé par la belle cour intime avec sa végétation mature, ainsi que le grand rangement extérieur sans oublier le stationnement arrière. À l'étage se trouve un beau et grand 4 1/2 rénové en 2014. À voir absolument!","DUPLEX - RÉNOVÉ - HOCHELAGACARACTÉRISTIQUE+ Rez-de-chaussée libre à l'acheteur+ 2 logements 4 1/2 de grande dimension+ Cour arrière intime+ Stationnement et rangement extérieur+ Rénovations majeures dans les 10 dernières années+ Hall d'entrée arrière de style ''Mod Room'' avec laveuse/sécheuse+ Cuisine de qualité avec grand ilot+ Thermopompe+ Insonorisation entre les logements avec de la celluloseAMÉLIORATION / RÉNOVATION+ Solives, plancher, cuisine, salle de bain, électricité,   plomberie, porte patio et insonorisation  avec cellulose entre les logements (RDC)en 2011.+ Toiture 2014+ Électricité, plomberie, cuisine et salle de bain du logement   (2e Étage) 2014+ Balcon et escalier arrière ET marche et balcon avant en fibre   de verre en 2013+ Revêtement extérieur arrière en aluminium avec ajout d'isolant   rigide sur les parties habitées en 2014+ Remplacement des 4 portes d'entrée extérieures en 2014+ Sablage et peinture du fer forgé en avant (2016)+ 100% de la plomberie a été changé en 2011 (RDC) et 2014 (2e)+ Rénovation et modification majeure des divisions (RDC) en 2011+ Nouvelle semelle de béton coulée pour appuyer la poutre   principale en 2009LOCALISATION+ À quelque pas du métro Viau et de plusieurs lignes d'autobus+ Jardin Botanique, Parc Maisonneuve, Stade Saputo, Cinéma  StarCité, YMCA, etc.+ Service de proximité. Marché Maisonneuve, promenade Ontario,  boulangerie, épicerie, restaurants et autres commerces+ Secteur idéal pour la famille. Garderie, école, bibliothèque  pour enfant, parc, etc.+ Station BIXI+ Accès facile aux axes routiersUne visite vaut le détour!",4.0,2.0,1+0
1345,1346,841 100 $,3,47 400 $,Triplex dans le quartier Mercier construit en 1958,En rangée,,110 110 $,"2 116 pc /    196,58 mc",336 300 $,"25,6 X 97,2 p irr / 7,77 X 29,61 m irr",Non,"2 493,99 pc /    231,7 mc",,,Allée (1),Plinthes électriques,,,,,"(4855) lave-vaiselle, (4855-A) cuisinière, réfrigérateur, laveuse-sécheuse, luminaires, miroirs salle de bains.",Biens personnels des locataires,,"Idéal pour un investissement immobilier, ce triplex entièrement rénové est situé dans le quartier Mercier. À quelques minutes de marche se trouve plusieurs parcs et jardins communautaires. Sans compter les services qui sont à proximité de la propriété, celle-ci se situe sur une rue tranquille.Ce triplex comporte trois grands 5 ½. Les trois logements comprennent 3 chambres, une salle de bain complète, deux balcons, une cour arrière intime et un espace de stationnement. L'appartement à l'étage est présentement vacant. Le revenu potentiel est de 47,400$.Une belle opportunité à ne pas manquer!4855 UNITÉ DU RDC 5 ½ -Logement avec beaucoup de luminosité. -Cuisine avec beaucoup de rangement et accès à la cour arrière. -Espace repas dans la cuisine.-3 chambres de belles dimensions avec garde-robe.-1 salle de bain complète avec bain-douche.-Espace laveuse-sécheuse. -Balcon avant et arrière.-Plancher de bois. 4857UNITÉ À L'ÉTAGE 5 ½ -Logement vacant.-Logement avec beaucoup de luminosité. -Cuisine avec beaucoup de rangement et accès à la cour arrière. -Espace repas dans la cuisine.-3 chambres de belles dimensions avec garde-robe.-1 salle de bain complète avec bain-douche.-Espace laveuse-sécheuse. -Balcon avant et arrière.-Plancher de bois.  4855-A UNITÉ DU SOUS-SOL 5 ½ -Salon. -Cuisine avec beaucoup de rangement et accès à la cour arrière. -Espace repas dans la cuisine.-3 chambres de belles dimensions avec garde-robe.-1 salle de bain complète avec bain-douche.-Espace laveuse-sécheuse. -Un espace de stationnement à l'extérieur.",5.0,3.0,1+0
1346,1347,710 000 $,4,44 940 $,Quadruplex dans le quartier Hochelaga-Maisonneuve construit en 1958,En rangée,"60,2 X 25,9 p irr / 18,33 X 7,85 m irr",134 200 $,"3 997,71 pc /    371,4 mc",417 800 $,"82 X 25,9 p irr / 24,99 X 7,85 m irr",Oui (2019),"2 063,44 pc /    191,7 mc",,,Garage (1),Plinthes électriques,,,,Salle de bains - 2020,,Les effets personnels des locataires.,,,5.0,3.0,1+0
1347,1348,750 000 $,2,36 000 $,Duplex dans le quartier Mercier construit en 1955,Jumelé,"30 X 40,1 p / 9,14 X 12,21 m",125 400 $,,361 900 $,"30 X 90 p / 9,14 X 27,43 m",Oui (2011),"2 699,59 pc /    250,8 mc",,,Garage (1),"Plinthes à convection, Plinthes électriques",,,"Installation aspirateur central, Thermopompe murale, Système d'alarme",,"Luminaires, stores, rideaux, hotte de la cuisinière avec micro-ondes intégré, meuble de la salle de bains, thermopompe murale, balayeuse centrale et ses accessoires.","2 chauffe-eau (Hydro Solution), le luminaire du passage du RDC et le lave-vaisselle de la locataire du 2ième étage",LOCALISATION DE CHOIX! Spacieux duplex rénové avec garage situé sur un coin de rue juste en face d'une école primaire et près de la rue Hochelaga avec ses nombreux commerces et restos. MÉTRO BEAUGRAND à moins de 15 minutes de marche et A25 et la A40 à proximité. Immense terrasse arrière pour relaxer et accueillir vos invités. Toit 2011/loyer du 2ième à 1000$/mois/RDC libre à l'acheteur pour la mi-novembre/ Ne manquez pas cette opportunité!! Demandez-vite une visite!!,"PROXIMITÉ À PIEDÉcole primaire Ste-Claire (en face)École secondaire Louise Trichet (3 minutes)Garderie et CPE (10 minutes) Parc Liebert (5 minutes-avec parc à chien)Phamacie Jean Coutu (8 minutes)Marché Alimentation Palumbo(6 minutes) et IGA(10 minutes) Maison de la culture et bibliothèque Mercier(10 minutes)Promenade Bellerive (20 minutes-avec navette fluviale)RÉNOVATIONSCuisine et salle de bains RDC-2012Portes d'entrée Avant-Arrière- 2012Entrée d'eau portion privé- 2014OPTIMISATION DES REVENUS- Possibilité de bachelor au sous-sol, vérification à effectuer auprès de la Ville",10.0,2.0,2+0
1348,1349,700 000 $,2,37 200 $,Duplex dans le quartier Mercier construit en 1957,Jumelé,"30 X 35,11 p / 9,14 X 10,95 m",125 400 $,,258 300 $,"30 X 90 p / 9,14 X 27,43 m",Oui (2022),"2 699,59 pc /    250,8 mc",,,"Allée (1), Garage (1)",Plinthes électriques,,Foyer au bois,Climatiseur mural,Revêtement de la toiture - 2018 (   1 $),"stores, air climatisée murale x2","rideaux et pôles à rideaux du RDC, lave-vaisselle",,"Situé sur une rue tranquille et en face d'une école primaire, ce beau duplex a été entretenu avec soin par ses propriétaires depuis les 47 dernières années. Les divisions des 2 logements sont similaires, on y retrouve des grands salons, des cuisines avec avec beaucoup d'armoires et de surface de comptoir ainsi que des salles à manger. Les chambres sont de belles dimensions.  Dans le logement principale se trouve l'accès au sous-sol par un escalier en colimaçon qui se situe dans la cuisine. Au sous-sol, l'espace est divisé en une salle familiale et une salle de jeu (qui pourrait devenir une 3 chambre).La cour est intime et très ensoleillé en après midi.  À la demande du Vendeur, les visites auront lieu le 9 septembre de midi à 16h, le 10 septembre de midi à 16h et le 11 septembre 2022 de 10h à 14h. Le Vendeur s'engage à ne répondre à aucune offre avant le 13 septembre à 13h.",7.0,2.0,1+1
1349,1350,789 000 $,4,34 980 $,Quadruplex dans le quartier Mercier construit en 1954,Jumelé,"29,3 X 45 p / 8,91 X 13,72 m",148 400 $,,363 400 $,"90 X 35,6 p / 27,43 X 10,82 m",Oui (2021),"3 194,73 pc /    296,8 mc",,,,,,,,,,,"Super Quadruplex avec garage, plusieurs rénovations effectuer au fil des ans, fenêtre, balcon rampe, salle de bain. Le toit a été refait automne 2021.Les loyers ne sont pas optimisés.",,3.0,1.0,1+0
1350,1351,830 000 $,4,58 020 $,Quadruplex dans le quartier Mercier construit en 1958,En rangée sur coin,"50 X 27,6 p / 15,25 X 8,38 m",160 900 $,,532 600 $,"90 X 27,6 p / 27,43 X 8,38 m",Oui (2019),"2 474,62 pc /    229,9 mc",,,"Allée (1), Garage (2)",Plinthes électriques,,Foyer au gaz,"Détecteur d'incendie (relié), Installation aspirateur central, Système d'alarme",,"app. 1: Abri Tempo, lave-vaisselle; app. 3: Laveuse et sécheuse; app. 4: Laveuse et sécheuse",Tous les effets personnels des locataires et des propriétaires,"Rare et unique sur le marché - Spacieux, lumineux et destiné à des acheteurs exigeant l'exceptionnel, ce magnifique quadruplex, tout en pierre et brique, situé en coin et fenestré sur 3 côtés est doté d'un garage et d'un stationnement extérieur. Il a été parfaitement entretenu et rénové au fil des ans et est idéalement localisé près des services (arénas, piscines, ...) et commerces, proche du métro Honoré-Beaugrand et des autoroutes, et à distance de marche des écoles et du collège Mont-Royal, du fleuve et des parcs Pierre Bernard, Clément-Jetté Nord et de la Promenade-Bellerive.","Le rez-de-chaussée, actuellement occupé par le propriétaire, est composé de vastes pièces incluant une grande et lumineuse cuisine avec sa gazinière et ses très nombreux rangements, à aire ouverte sur la salle à manger, avec un accès direct et exclusif à la galerie arrière et son jardin, pour vos barbecues et les longues soirées d'été, un grand salon à aire ouverte avec un foyer au gaz 2 faces, trois spacieuses chambres à coucher et une salle de bains fenestrée.Les logements 1, 2 et 4 ont été rénovés par l'ancien propriétaire et le logement 3 a été rénové par le propriétaire actuel. La toiture a été changée en 2015, es balcons avant et arrière sont en fibre de verre et aluminium et les fenêtres sont en très bon état.L'accès au garage est, actuellement, réservé au propriétaire occupant et se fait par l'intérieur de la bâtisse.Le 6½ du rez-de-chaussée sera laissé libre à l'acheteur.App.2: composé d'un salon avec accès au balcon avant, d'une grande CAC fenestrée avec garde-robe, d'un bureau, d'une cuisine avec coin dînette et espace laveuse/sécheuse, et accès au balcon arrière et d'une SDB fenestrée; App.3; composé d'un salon avec accès au balcon avant, d'une grande CAC fenestrée avec garde-robe, d'une 2e CAC avec puits de lumière, d'une cuisine avec coin dînette et espace laveuse/sécheuse, et accès au balcon arrière et d'une SDB fenestrée;App.4: composé d'un grand salon, d'une CAC fenestrée, d'une cuisine doublement fenestrée avec coin dînette, d'un espace laveuse/sécheuse, d'une SDB fenestrée et d'une sortie de secours; En outre, les appartements bénéficient de locataires tranquilles et respectueux des lieux et les revenus potentiels s'élèvent à 58.000,00 $ : une vraie opportunité !Le ou les poêles, foyers, appareils à combustion et la ou les cheminées sont vendus sans garantie quant à leur conformité à la réglementation applicable ainsi qu'aux exigences imposées par les compagnies d'assurances.",6.0,3.0,1+0
1351,1352,783 500 $,3,34 800 $,Triplex dans le quartier Hochelaga-Maisonneuve construit en 1900,En rangée,"25 X 31,2 p irr / 7,61 X 9,49 m irr",154 200 $,"2 425,11 pc /    225,3 mc",386 500 $,"83 X 24,10 p irr / 25,3 X 7,57 m irr",Oui (2013),"2 074,2 pc /    192,7 mc",Fleuve St-Laurent,,Allée (1),Plinthes électriques,,,,,Laveuses et sécheuse qui sont inclus au bail du rez-de-chaussée-1467 et du logement du 3e-1465,"Effets des locataires, comptoir de boucher dans la cuisine et meuble vintage au mur du salon à l'appartement du rez-de-chaussée (1467). Ces items sont prêtés à la locataire jusqu'à son départ.","Charmant triplex situé en plein coeur du quartier HOMA, près du centre-ville et de tous les services. RDC avec sous-sol non aménagé, qui est en location présentement jusqu'en janvier 2023. Les deux unités sont des 4 et demi et seront libres à l'acheteur à compter du 1er juillet 2022. Grande cour arrière incluant un espace de stationnement. Les logements vont requérir quelques travaux intérieurs. Idéal pour un investisseur.","L'IMMEUBLE+ Immeuble en brique+ RDC avec sous-sol non aménagé (6 1/2)+ Laveuse et sécheuse au sous-sol+ Deux unités de grandeurs 4 1/2+ Grande cour arrière clôturée+ Espace de stationnement arrière+ Possibilité d'augmenter les revenusLES LOYERS1467 : 980$ 1465 : 960$1463 : 960$REVENU TOTAL : $34 800LOCALISATION AAA+ Walk score de 93+ Bike score de 75+ Plusieurs institutions scolaires à proximité : CPE Casse-Noisette, CPE du Carrefour, École Baril, École Notre-Dame-de-l'Assomption+ Plusieurs parcs à quelques minutes de marche, dont le parc Hochelaga et le parc Raymond-Préfontaine+ Tout près de la piscine Pierre Lorange et la bibliothèque municipale+ À seulement 2 minutes à pied de la Promenade ONTARIO (épicerie, pharmacie, guichet, parc, restaurants/cafés/bistros, adresses branchées, SAQ, CLSC, etc.)+ ATTRAITS DU QUARTIER facilement accessible : Théâtre Denise Pelletier, Marché Maisonneuve, Jardin botanique, parc Maisonneuve, Parc olympique, Stade Saputo, etc.TRANSPORT+ À 10 minutes du MÉTRO Préfontaine+ À moins de 15 minutes de marche du MÉTRO Joliette+ Plusieurs arrêts d'autobus à quelque pas (29, 34, 125, 258, 353, 355)+ HOMA vous offre un accès facile et rapide à Rosemont, Plateau, Village, Mercier, centre-ville avec plusieurs moyens de s'y rendre+ À quelques coups de pédales de la PISTE CYCLABLE+ Accès rapide aux divers AXES ROUTIERS (720, 40, 25), PONT J-C, TUNNEL+ Tout près de stations BIXI et COMMUNAUTO**Le montant du coût d'électricité est seulement une estimation pour le RDC.",4.0,2.0,1+0
1352,1353,875 000 $,3,57 000 $,Triplex dans le quartier Hochelaga-Maisonneuve construit en 1910,En rangée sur coin,"25 X 57,5 p irr / 7,62 X 17,50 m irr",278 800 $,,507 200 $,"25 X 100 p / 7,62 X 30,48 m",Non,"2 500,46 pc /    232,3 mc",,,Allée (1),Plinthes électriques,,,"Détecteur d'incendie (non relié), Thermopompe murale",,"1617: fixtures, stores 1613: rangement sur mesure dans le walk-in 1615: fixtures, stores, 3 chauffe eau",lave vaisselle des 3 unités,"Un triplex rénové avec passion dans le quartier HOMA à Montréal. Charme, modernité et qualité se marient dans chaque recoin de cette propriété à couper le souffle. Avec une double occupation possible, c'est l'endroit idéal pour réaliser vos projets en famille. Proximité des écoles, du cégep Maisonneuve, de 2 stations de métro, d'une piste cyclable et d'un accès rapide au centre-ville. Toutes les commodités, y compris les épiceries, sont à pied sur la promenade Ontario. Une opportunité à ne pas manquer !","Découvrez ce triplex unique dans le quartier HOMA à Montréal, offrant non seulement un logement principal spectaculaire, mais également deux logements supplémentaires qui ajoutent encore plus de valeur à cette propriété exceptionnelle.En entrant dans le logement principal (1617), qui offre la possibilité de 3 chambres à coucher, vous serez subjugué dès que vous mettrez les pieds à l'intérieur. À votre droite, une première pièce actuellement utilisée comme bureau peut facilement être convertie en une troisième chambre. À votre gauche, la chambre des maîtres vous accueille avec des rangements sur mesure et un magnifique mur en pruche apparent. L'espace de vie ouvert comprenant la cuisine, la salle à manger et le salon est tout simplement impressionnant. La salle à manger peut recevoir une table de bonne dimension, et la cuisine, vaste et fonctionnelle, est équipée avec des matériaux de goût et un immense îlot surdimensionné. Le salon offre une vue sur la ruelle et la cour, créant une atmosphère apaisante. La salle de bain centrale est moderne, avec un bain et une toilette autoportante, et elle est magnifiquement agrémentée d'un double vasque avec un large miroir à LED. La deuxième chambre d'enfant est également très agréable et elle possède une garde-robe avec rangement. De plus, le sous-sol offre un potentiel d'aménagement selon vos désirs, garantissant une flexibilité supplémentaire.En plus du logement principal, le triplex comprend deux autres logements qui ajoutent encore plus de valeur. Le 1615, actuellement occupé par le fils des propriétaires, est un appartement d'une chambre avec la possibilité d'aménager une deuxième chambre. Il a été rénové avec soin et offre un espace très agréable. Quant au 1613, il était auparavant occupé par les propriétaires. En ouvrant la porte, vous serez accueilli(e) par un espace vestiaire qui pourrait être transformé en bureau. Un escalier vous mène ensuite au 3ème étage où se trouvent deux chambres, bénéficiant d'une rénovation de qualité. Actuellement loué à 1250$ par mois, ce logement constitue un excellent investissement.Situé dans une ruelle verdoyante où les voisins aménagent des fleurs et où les enfants se rassemblent pour jouer, ce triplex bénéficie également d'une proximité idéale. Vous trouverez des écoles primaires, secondaires et même le cégep Maisonneuve à proximité, ainsi que deux stations de métro, une piste cyclable et un accès rapide au centre-ville. Les épiceries et toutes les commodités dont vous avez besoin sont accessibles à pied sur la promenade Ontario.Cet ensemble immobilier rénové avec goût et impeccablement propre offre une multitude d'options, que ce soit pour accueillir des membres de la famille, des amis ou pour générer un revenu locatif supplémentaire. Ne manquez pas cette occasion unique de posséder un triplex exceptionnel, alliant charme, modernité et qualité, dans un quartier recherché de Montréal.#1613 sera augmenté à 1250$/ mois à partir du 1er Juillet 2023",8.0,2.0,1+0
1353,1354,850 000 $,3,43 620 $,Triplex dans le quartier Hochelaga-Maisonneuve construit en 1910,En rangée,"24 X 38 p / 7,32 X 11,58 m",180 600 $,,357 100 $,"24 X 90 p / 7,32 X 27,43 m",Oui (2021),"2 160 pc /    200,67 mc",,,,Plinthes électriques,,,,"Fenestration - 2010 (  12 000 $), Revêtement de la toiture - 2021 (  17 300 $)","Luminaires, 3 chauffe-eau",,"Triplex en rangée, presque entièrement rénové, à seulement 7 minutes de marche du métro Préfontaine et 2 coins de rue du Parc Raymond-Préfontaine. 3 logements de 5 pièces et demie ayant chacun 2 chambres ainsi qu'un balcon avant et arrière. Le cour arrière est gazonnée avec un accès à la ruelle, une partie pourrait être convertie en espace de stationnement côte-à-côte. Les logements sont loués jusqu'au 30 juin 2023. Les locataires sont des couples professionnels stables. Bon investissement.","Ce triplex situé dans le quartier dynamique d'Hochelaga est situé à 2 coins de rue du Parc Raymond-Préfontaine (planche à roulettes, modules de jeux, espace vert et l'aréna Francis Bouillon) ou du Parc Hochelaga (jeux d'eau et modules de jeux).Également à distance de marche des commerces & services de la rue Hochelaga vers le nord ou ceux de la rue Ontario vers le sud tels que : pharmacies, épiceries, restaurants, écoles, Place Valois, Marché Maisonneuve, Caisse populaire, Promenade Ontario, Parc Olympique et le transport en commun (métro Préfontaine et autobus).2 logements sont des 5 et demi et un 6 et demi. Tous les planchers sont en céramique et plancher flottant commercial avec isolement acoustique.Un incendie a causé des dommages en 2000, les travaux de réparations se sont élevés à plus de 95 000$.De plus les rénovations suivantes ont été effectuées ces dernières années :- Toiture 2021 20 000$ Garantie de 15 ans- Portes, fenêtres arrière 2010 12 000$- Revêtements des planchers aux 3 étages 2010.- Balcons arrière en 2009",5.0,2.0,1+0
1354,1355,795 000 $,3,38 700 $,Triplex dans le quartier Mercier construit en 1957,En rangée sur coin,"30 X 40 p / 9,14 X 12,19 m",125 400 $,"1 200 pc /    111,48 mc",335 000 $,"30 X 90 p / 9,14 X 27,43 m",Non,"2 700 pc /    250,84 mc",,,"Allée (1), Garage (1)",Plinthes électriques,,,,,"Réfrégirateur et lave-vaisselle,luminaires,stores et rideaux du rdc Thermopompe",,"Magnifique triplex sur un coin rue,lumineux.Très bien entretenu par le propriétaire depuis 2006,le rez-chaussé,libre à l'acheteur,est entièrement rénové comprend un grande salle familliale au sous-sol avec acces direct de l'intérieur.L'autre partie du sous-sol,accès privé est un grande pièce de près de 400pc avec salle de bain et instalation laveuse/sécheuse,lumineux fenêtres sur 2 côtés, idéal pour bureau ou loft,multitudes de possibilités.Belle cour arrière intime et paysagée,grand garage détaché et un stationnement.Bons locataires au 2e étage. Visites:samedi  15h à 17h,dimanche 14h à 16h et lundi de 17h à 18h sur rendez vous seulement.",Rénovations:-Joints de briques sur les 3 côtés :2007-Thermopompe :2020-Clôture et asphalte stationnement: 2010-Fenêtres: 2007-2008-2015-portes: 2007-Balcon fibre de verre: 2008-toiture: 2017-porte de garage: 2012,6.0,2.0,2+0
